total_of_tweets,no_of_followers,no_of_followees,age_of_account,no_of_favorite,aver_favou_per_day,aver_tweets_per_day,user_name_len,is_post_at_hol,is_post_at_noon,is_post_at_eve,is_post_at_weekend,contain_location,contain_org,contain_tvshow,sentiment_level,contain_video,contain_picture,contain_upper,contain_number,contain_excl,con_user_mentioned,contain_url,contain_hashtag,opt_length,len_of_text,status_retweet
47977,356,291,1383,0,0.0,1.0,14,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,247,1
48919,1982,1847,1583,0,0.0,1.0,9,0,0,1,0,1,1,0,2,0,0,1,1,1,1,0,0,0,151,0
2526,3,112,440,0,0.0,1.0,13,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,279,0
48,1,86,31,0,0.0,1.0,11,0,0,1,0,0,1,0,2,0,0,1,1,0,0,1,0,0,213,0
2532,645,4452,567,0,0.46153846153846156,1.0,13,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,293,0
11474,488,869,75,0,0.0,1.0,9,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,231,0
6412,202,223,260,0,0.0,1.0,11,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,299,0
2710,111,254,197,0,0.0,1.0,15,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,313,1
5832,410,393,5053,1,1.0,1.0,12,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,172,0
39007,1494,1464,4254,1,1.0,1.0,9,0,0,1,0,0,1,0,2,0,0,1,1,0,1,0,0,0,196,0
11155,5452,5514,956,2,2.0,1.0,9,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,69,0
5494,30,122,976,0,0.0,1.0,11,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,306,0
104976,395,135,4064,0,0.0,1.0,10,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,269,1
225,25,194,3384,0,0.0,1.0,8,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,0,302,1
1723,45,203,102,1,1.8,1.0,11,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,280,0
408,5,20,200,0,0.0,1.0,14,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,102,0
2149,28,68,1339,0,0.0,1.0,14,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,201,0
7193,405,448,414,0,0.0,1.0,13,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,321,0
579,16,88,2316,0,0.0,1.0,14,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,288,0
303287,6837,7210,1000,0,0.0,1.0,15,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,65,1
95666,890,459,5111,0,0.0,1.0,13,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,130,1
80362,2813,4046,2031,0,0.0,1.0,7,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,268,1
24,3,4,355,1,0.5,1.0,15,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,102,0
25716,584,1947,4735,1,0.6666666666666666,1.0,11,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,113,0
30123,292,567,1575,0,0.0,1.0,13,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,119,1
682,30,71,112,0,0.3333333333333333,1.0,10,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,251,0
7373,234,414,4590,1,1.0,1.0,11,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,144,0
237,4,52,76,1,1.0,1.0,12,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,80,0
5157,222,214,1358,0,0.0,1.0,9,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,251,1
3118,43,83,1344,0,0.6666666666666666,1.0,15,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,203,0
1242,6,20,2619,0,0.0,1.0,15,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,79,0
3842,216,333,1685,0,0.0,1.0,10,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,225,0
3355,180,320,193,0,0.0,1.0,12,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,44,1
5157,222,214,1358,0,0.0,1.0,9,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,297,1
14328,147,159,4640,2,1.0,1.0,7,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,474,0
1690,45,117,3903,0,0.0,1.0,9,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,131,0
374,2,41,1363,0,0.0,1.0,14,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,58,0
1,0,44,14,0,0.0,1.0,13,0,0,0,0,1,1,0,2,0,0,1,0,0,1,0,0,0,269,0
4142,193,483,1350,0,0.0,1.0,13,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,151,0
4953,6,93,5020,1,1.3333333333333333,1.0,12,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,117,0
8389,167,230,2710,0,0.5,1.0,8,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,133,0
10302,133,106,3736,0,0.0,1.0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,102,0
7,0,135,18,0,0.0,1.0,15,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,57,0
10608,296,538,3088,0,0.0,1.0,12,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,68,0
15241,53,13,448,1,1.0,1.0,9,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,137,0
319,1,6,160,1,1.0,1.0,14,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,270,0
320,1,6,160,1,1.0,1.0,14,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,270,0
78,1,5,112,1,1.0,1.0,15,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,270,0
78,1,7,112,1,1.0,1.0,15,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,270,0
94027,120,136,5239,0,0.0,1.0,6,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,162,0
335,0,12,160,1,1.0,1.0,12,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,270,0
523,14,73,3841,0,0.0,1.0,12,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,65,0
2222,24,143,104,0,0.0,1.0,12,0,0,0,0,1,1,0,2,0,0,1,1,0,1,0,0,0,282,0
457770,33647,2213,5196,0,0.0,1.0,12,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,113,0
12273,149,105,3882,3,1.5,1.0,11,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,270,0
1095,42,94,1651,3,3.0,1.0,11,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,118,0
141275,13069,12308,1240,0,0.0,1.0,8,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,224,1
24088,1508,174,3733,0,0.0,1.0,9,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,91,1
9620,70,64,2659,4,2.0,1.0,9,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,127,0
2055,40,117,2053,0,0.0,1.0,10,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,156,0
10218,170,3191,3891,0,0.0,1.0,6,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1,0,0,288,1
10490,305,302,2547,0,0.0,1.0,10,0,0,0,0,0,1,0,2,0,0,1,1,0,0,1,0,1,92,1
5133,398,1676,4146,0,0.0,1.0,14,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,109,0
2735,44,185,744,0,0.5,1.0,12,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,88,0
1518,45,170,3351,1,1.0,1.0,11,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,32,0
39140,430,972,4466,0,0.0,1.0,9,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,289,0
80,3,103,2046,1,1.0,1.0,11,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,82,0
703,25,317,110,2,1.0,1.0,8,0,0,0,0,0,1,0,2,0,0,1,1,1,1,0,0,0,159,0
9673,1127,1394,3227,1,0.5,1.0,10,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,297,0
2792,157,289,377,0,0.0,1.0,11,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,90,0
73293,11814,10300,417,0,0.0,1.0,14,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,59,0
664,289,1201,91,0,0.0,1.0,15,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,274,1
7976,202,532,4244,1,1.0,1.0,13,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,68,0
383,7,27,78,0,0.5,1.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,107,0
4483,50,235,269,1,0.5,1.0,9,0,0,0,0,0,1,0,2,0,0,1,1,0,1,1,0,0,282,0
9,4,89,450,0,0.0,1.0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,71,0
647,0,31,504,0,0.0,1.0,12,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,47,0
743,5,34,393,1,1.0,1.0,11,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,80,0
652,43,86,308,0,0.0,1.0,14,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,134,0
811,22,152,726,0,0.0,1.0,10,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,95,0
304,325,584,249,0,0.0,1.0,12,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,287,0
821,7,179,192,0,0.0,1.0,9,0,0,0,0,0,1,0,2,0,0,1,1,0,1,0,0,0,245,0
57836,2768,2703,4037,0,0.0,1.0,8,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,198,1
39672,1029,1273,392,0,0.0,1.0,8,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,80,0
1221,92,326,97,1,0.5,1.0,11,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,243,0
5545,146,825,4977,0,0.0,1.0,7,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,150,0
48912,96,866,803,0,0.0,1.0,12,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,90,0
2048,203,577,1589,1,1.0,1.0,15,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,487,1
928,26,161,1564,0,0.0,1.0,12,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,158,1
5133,398,1676,4146,0,0.0,1.0,14,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,195,0
1071723,403311,182,4571,0,0.3,1.2,9,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,199,0
4072,425,402,375,0,0.0,1.0,10,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,347,0
433,14,22,200,0,0.0,1.0,12,0,0,0,0,1,1,0,2,0,0,1,1,0,1,0,1,0,155,0
126,4,9,218,0,0.0,1.0,12,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,1,98,0
9223,2657,1720,960,0,0.0,1.0,9,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,143,0
15620,2434,2268,3899,0,0.0,1.0,9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,165,1
32903,2111,2207,197,0,0.5,1.0,10,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,343,1
7992,85,318,243,3,1.5,1.0,10,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,199,0
2048,203,577,1589,2,1.0,1.0,15,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,393,1
184,75,420,18,0,0.0,1.0,15,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,302,1
9267,61,51,2306,0,0.0,1.0,11,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,117,0
4187,246,265,5066,0,0.0,1.0,11,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,282,0
652,43,86,308,0,0.0,1.0,14,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,146,1
8857,33,89,139,0,0.0,1.0,10,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,280,1
1064,21,105,1613,0,0.0,1.0,13,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,38,0
19437,2246,1655,4001,0,0.0,1.0,9,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,174,0
297,77,98,231,0,0.0,1.0,15,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,301,0
18118,507,2795,2076,0,0.0,1.0,12,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,220,1
102528,1080,1570,2131,0,0.0,1.0,13,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,117,1
102528,1080,1570,2131,0,0.0,1.0,13,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,181,1
140,9,59,1087,0,0.0,1.0,10,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,240,1
11035,700,430,3040,0,0.0,1.0,12,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,155,0
92,91,192,333,0,0.0,1.0,14,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,86,0
96,0,21,647,0,0.0,1.0,12,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,170,0
1174,81,173,2110,0,0.0,1.0,9,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,62,0
5726,97,274,4942,0,0.0,1.0,7,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,98,1
2818,9,84,618,0,0.0,1.0,9,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,66,0
9038,47,51,1591,0,0.0,1.0,11,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,193,0
14573,636,1056,4202,0,0.0,1.0,8,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,207,0
17850,7815,8292,855,1,0.6666666666666666,1.0,10,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,329,0
9223,2657,1720,960,0,0.0,1.0,9,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,1,75,0
44555,964,448,4175,0,0.0,1.0,9,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,173,1
170858,3197,4875,1635,2,1.0,1.0,11,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,266,0
6065,3567,2890,170,1,1.0,1.0,14,0,0,0,0,1,1,0,2,0,0,1,1,0,1,0,0,0,104,0
3956,88,333,194,0,0.5,1.0,13,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,174,0
201589,2374,2305,4305,0,0.0,1.0,14,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,282,1
262,12,92,99,0,0.0,1.0,10,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,295,0
71565,28160,20167,1344,2,2.125,1.0,13,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,137,0
216,65,54,229,0,0.3333333333333333,1.0,15,0,0,0,0,1,1,0,2,0,0,1,1,0,0,1,1,0,120,0
216,65,54,229,1,0.3333333333333333,1.0,15,0,0,0,0,0,0,0,2,0,0,1,1,1,0,1,1,0,135,0
10302,133,106,3736,0,0.0,1.0,15,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,56,0
1174,13,18,4990,0,0.0,1.0,11,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,271,0
1426,78,321,1155,0,0.0,1.0,10,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,52,0
12805,2920,710,2818,0,0.0,1.0,8,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,172,1
12805,2920,710,2818,0,0.0,1.0,8,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,288,1
170,1,50,1089,0,0.0,1.0,13,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,229,1
39672,1029,1273,392,0,0.0,1.0,8,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,189,1
102,7,193,148,0,0.0,1.0,15,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,126,0
5072,220,247,3608,0,0.0,1.0,11,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,162,0
17191,1939,1928,3618,0,0.0,1.0,10,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,142,0
3490,14,31,1695,0,0.0,1.0,6,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,68,0
1071723,403311,182,4571,0,0.3,1.2,9,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,182,0
205,3,58,58,0,0.0,1.0,12,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,126,0
2486,23,16,200,0,0.4,1.0,11,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,310,0
229,11,368,400,0,0.0,1.0,5,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,310,0
11977,1042,1587,827,0,0.0,1.0,11,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,306,1
61100,13005,13970,2943,0,0.0,1.0,7,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,59,0
1770,19,316,552,0,0.0,1.0,8,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,43,0
14707,92788,324,4899,0,0.0,1.0,11,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,300,0
1685,5,29,386,0,0.0,1.0,12,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,138,0
514131,2340,2221,4151,0,0.0,1.0,13,0,1,0,0,1,1,0,2,0,0,1,1,0,0,1,0,0,304,1
9360,662,1133,196,0,0.15384615384615385,1.0,11,0,1,0,0,1,0,0,2,0,0,1,1,0,1,1,0,0,137,0
14707,92788,324,4899,0,0.0,1.0,11,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,300,0
1346,143,472,4529,0,0.0,1.0,6,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,97,0
126,5,57,2003,0,0.0,1.0,13,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,175,1
24216,745,1013,3169,0,0.0,1.0,7,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,212,1
5406,463,729,2510,0,0.0,1.0,9,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,108,0
1043,3,30,237,0,0.0,1.0,13,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,119,0
15790,254,1040,631,1,0.7777777777777778,1.0,13,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,98,1
10081,2294,2426,501,0,0.0,1.0,13,0,1,0,0,1,1,0,2,0,0,1,1,1,0,1,0,0,293,1
13790,3871,3984,1051,0,0.0,1.0,9,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,147,0
3799,1321,1753,1161,1,1.0,1.0,7,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,298,0
21900,3431,3850,3379,0,0.0,1.0,12,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,194,0
93316,44473,12100,1501,2,2.0,1.0,9,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,298,0
329684,12015,9048,1479,0,0.16666666666666666,1.0,13,0,1,0,0,0,1,0,2,0,0,1,1,0,1,1,1,0,177,1
52475,14636,14565,405,1,1.1428571428571428,1.0,15,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,304,0
107,78,134,475,0,0.0,1.0,15,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,131,1
9360,662,1133,196,1,0.15384615384615385,1.0,11,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,137,0
29359,514,756,1190,0,0.0,1.0,14,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,182,1
52475,14636,14565,405,0,1.1428571428571428,1.0,15,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,142,0
9895,30799,1601,880,0,0.0,1.0,6,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,196,1
833,24,310,184,0,0.0,1.0,13,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,291,0
44376,19975,17113,3821,0,0.0,1.0,13,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,329,1
44376,19975,17113,3821,0,0.0,1.0,13,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,328,1
344,126,145,1948,1,1.0,1.0,10,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,262,0
9895,30799,1601,880,0,0.0,1.0,6,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,325,1
15790,254,1040,631,0,0.7777777777777778,1.0,13,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,157,0
5579,47,58,292,0,0.0,1.0,15,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,127,0
3486,1861,2157,1252,1,1.0,1.0,9,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,80,0
451414,27017,331,5248,0,0.5,1.0,14,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,278,0
305,14,132,2206,0,0.0,1.0,15,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,125,0
19522,140,492,1442,1,1.0,1.0,15,0,1,0,0,0,1,0,2,0,0,1,0,0,1,0,0,0,53,0
1329,11,15,2471,1,0.4,1.0,7,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,250,0
325,104,130,3229,0,0.0,1.0,11,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,84,0
45084,1803,911,1261,0,0.4,1.0,13,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,76,0
345,112,129,3228,1,1.0,1.0,12,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,151,0
1329,11,15,2471,1,0.4,1.0,7,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,283,0
48257,9137,5162,1032,0,0.0,1.0,13,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,66,0
397,5,42,1745,0,0.0,1.0,7,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,146,0
68440,189,101,3777,0,0.0,1.0,10,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,148,0
3111,134,193,103,0,0.0,1.0,12,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,300,1
15422,1703,1782,3201,1,1.0,1.0,7,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,98,0
481,16,33,787,0,0.0,1.0,11,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,268,0
68440,189,101,3777,0,0.0,1.0,10,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,297,0
1408,55,243,1391,1,1.0,1.0,10,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,82,0
45858,496,247,3875,0,0.0,1.0,13,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,80,0
703,20,108,279,0,0.0,1.0,10,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,189,0
3547,160,825,4558,0,0.0,1.0,10,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,120,1
759,129,209,2204,0,0.0,1.0,14,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,91,1
759,129,209,2204,0,0.0,1.0,14,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,140,1
2946,1924,1910,2832,1,0.5,1.0,15,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,296,0
6217,85,275,988,8,8.0,1.0,10,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,89,0
71565,28160,20167,1344,1,2.125,1.0,13,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,243,0
7631,663,467,4947,0,0.0,1.0,10,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,267,0
759,129,209,2204,0,0.0,1.0,14,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,141,1
71565,28160,20167,1344,0,2.125,1.0,13,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,54,0
645,468,539,221,0,0.0,1.0,14,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,228,1
266,10,8,308,0,0.0,1.0,15,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,67,0
759,129,209,2204,0,0.0,1.0,14,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,178,1
1329,11,15,2471,0,0.4,1.0,7,0,1,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,288,0
2834,31,311,74,0,0.0,1.0,11,0,1,0,0,1,1,0,2,0,0,1,1,0,1,1,0,0,187,0
2532,645,4452,567,2,0.46153846153846156,1.0,13,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,334,0
11749,2027,2493,1270,0,0.0,1.0,12,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,63,0
99,25,62,227,0,0.0,1.0,9,0,1,0,0,1,1,0,2,0,0,1,1,0,0,1,1,0,242,1
9561,129,218,4989,0,0.0,1.0,14,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,96,0
10461,1785,1304,1035,0,0.0,1.0,15,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,280,0
22399,626,894,2213,1,1.0,1.0,12,0,1,0,0,0,0,0,2,0,0,1,1,0,1,0,0,1,82,0
230322,1187,2429,5119,0,0.0,1.0,8,0,1,0,0,0,0,0,2,0,0,1,1,1,0,1,0,1,93,1
361,16,50,272,0,0.0,1.0,11,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,82,0
5651,2724,2947,200,0,1.3333333333333333,1.0,10,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,132,0
101535,2379,2265,854,0,0.0,1.0,14,0,1,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,132,0
243,10,250,189,6,6.0,1.0,15,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,86,0
999,997,1511,1857,0,0.0,1.0,12,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,47,0
1346,68,114,85,0,0.0,1.0,10,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,131,1
101535,2379,2265,854,0,0.0,1.0,14,0,1,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0,236,0
759,129,209,2204,0,0.0,1.0,14,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,303,1
16331,456,434,3160,0,0.0,1.0,14,0,1,0,0,1,1,0,2,0,0,1,1,0,0,0,0,0,201,1
10780,478,394,4721,0,0.0,1.0,7,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,58,0
724,30,184,4865,0,0.0,1.0,7,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,144,0
