total_of_tweets,no_of_followers,no_of_followees,age_of_account,no_of_favorite,aver_favou_per_day,aver_tweets_per_day,user_name_len,is_post_at_hol,is_post_at_noon,is_post_at_eve,is_post_at_weekend,contain_location,contain_org,contain_tvshow,sentiment_level,contain_video,contain_picture,contain_upper,contain_number,contain_excl,con_user_mentioned,contain_url,contain_hashtag,opt_length,len_of_text,status_retweet
149398,5923,6324,5180,0,0.0,1.0,11,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,303,1
9,3,25,37,0,0.0,1.0,9,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,152,0
2689,15,4,4066,0,0.0,1.0,7,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,259,0
516,32,4,321,1,1.0,1.0,15,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,272,0
558,15,39,271,0,0.0,1.0,15,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,171,0
405,18,84,302,0,0.0,1.0,8,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,110,0
53335,1627,1066,1864,0,0.0,1.0,9,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,142,1
40639,1048,1284,392,0,0.0,1.0,8,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,85,0
16769,419,768,4998,0,0.0,1.0,11,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,83,0
2432,6,37,801,0,0.0,1.0,10,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,292,0
23962,2145,2368,354,0,0.0,1.0,12,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,212,1
41534,643,809,839,0,0.0,1.0,11,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,78,1
4639,288,538,1255,0,0.0,1.0,11,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,39,1
8381,816,5000,4362,0,0.0,1.0,7,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,176,0
42899,1361,1339,1808,0,0.0,1.0,14,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,113,0
228,161,697,260,0,0.0,1.0,12,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,304,0
228,161,697,260,0,0.0,1.0,12,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,300,0
312346,31851,9638,1942,0,0.25,1.0,6,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,326,1
18612,2388,3720,170,7,4.0,1.0,8,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,292,0
730,0,2,114,1,1.0,1.0,12,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,303,0
3205,202,512,504,0,0.0,1.0,12,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,148,0
1028,19,125,488,1,1.0,1.0,12,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,127,0
133149,12923,12160,3428,0,0.0,1.0,9,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,82,1
16170,339,516,3487,0,0.0,1.0,7,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,304,1
2519,273,361,3545,0,0.0,1.0,10,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,273,0
4507,166,113,393,0,0.4827586206896552,1.0,15,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,294,0
2310,12,69,451,0,0.0,1.0,13,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,282,0
730,0,2,114,1,1.0,1.0,12,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,304,0
2124,12,120,591,5,5.0,1.0,15,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,188,0
22742,266,554,4427,0,0.0,1.0,11,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,152,0
4858,55,204,41,1,1.0,1.0,12,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,140,0
331791,12081,9043,1479,0,0.16666666666666666,1.0,13,0,0,0,1,0,1,0,2,0,0,1,1,0,1,1,0,0,291,1
1222,20,124,155,1,1.0,1.0,10,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,67,0
896,78,13,301,1,1.0,1.0,7,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,304,0
84708,1366,437,3942,0,0.0,1.0,12,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,318,1
101,2,13,57,0,0.0,1.0,6,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,84,0
213,242,465,1155,1,0.5,1.0,9,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,126,0
48,3,42,11,2,2.0,1.0,14,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,168,0
4507,166,113,393,1,0.4827586206896552,1.0,15,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,286,0
59,35,23,3808,1,1.0,1.0,11,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,292,0
98214,4244,380,4047,0,0.0,1.0,15,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,233,0
1982329,2017033,39,5240,4,4.5,1.0,15,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,78,0
4876,985,1118,199,1,1.0,1.0,14,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,236,0
80,0,5,120,0,0.0,1.0,15,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,203,0
8893,64,115,2713,0,0.0,1.0,11,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,171,0
80,0,3,120,0,0.0,1.0,15,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,203,0
83,0,3,120,0,0.0,1.0,14,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,203,0
80,1,3,120,0,0.0,1.0,15,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,203,0
127,0,28,33,0,0.0,1.0,11,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,1,71,0
30555,2595,1279,5552,0,0.0,1.0,12,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,220,0
6525,271,434,353,0,0.0,1.0,13,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,174,1
1875,92,154,3645,0,0.0,1.0,7,0,0,0,1,1,0,0,2,0,0,1,0,0,1,1,0,0,115,0
7064,1715,1876,85,0,0.5,1.0,15,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,145,0
294,1,1,19,0,0.0,1.0,15,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,180,0
294,1,1,19,0,0.0,1.0,15,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,223,0
322,9,130,1514,0,0.0,1.0,10,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,68,0
6898,3655,3460,569,1,0.6666666666666666,1.0,11,0,0,0,1,1,1,0,2,0,0,1,0,0,1,0,0,0,294,0
4503,52,21,4085,1,1.0,1.0,14,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,125,0
203279,2383,2307,4305,0,0.0,1.0,14,0,0,0,1,1,1,0,2,0,0,1,1,0,1,1,0,0,207,1
4503,52,21,4085,1,1.0,1.0,14,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,148,0
51150,3983,369,4789,0,2.5,1.0,8,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,150,0
47,2,131,782,0,0.0,1.0,13,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,194,0
163,1478,2620,53,0,0.4,1.0,12,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,202,0
1944,843,1537,2141,0,0.0,1.0,8,0,0,0,1,1,1,0,2,0,0,1,1,0,1,0,0,0,201,1
441,27,8,2466,0,0.0,1.0,9,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,296,0
1040,51,584,1564,0,0.0,1.0,12,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,31,0
72068,2830,3343,5074,0,0.0,1.0,6,0,0,0,1,1,1,0,2,0,0,1,0,0,0,1,0,0,303,1
4876,985,1118,199,0,1.0,1.0,14,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,177,1
3284,9,29,3109,0,0.0,1.0,9,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,301,0
16775,10923,10567,533,0,0.0,1.0,9,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,256,0
330002,203993,36,2287,1,2.25,1.0,13,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,69,0
441,27,8,2466,0,0.0,1.0,9,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,303,0
4876,985,1118,199,2,1.0,1.0,14,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,167,0
81,0,0,120,0,0.0,1.0,15,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,203,0
94586,1093,779,4887,1,2.5,1.0,13,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,203,0
16313,1329,1271,972,1,1.0,1.0,10,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,55,0
39,3,40,358,1,0.2,1.0,9,0,0,0,1,1,1,0,2,0,0,1,1,0,1,0,0,0,290,0
49,1,8,200,0,0.0,1.0,8,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,97,0
731,18,164,307,0,0.0,1.0,10,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,81,0
43141,63355,1086,4155,0,0.0,1.0,11,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,303,0
731,18,164,307,0,0.0,1.0,10,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,81,0
731,18,164,307,0,0.0,1.0,10,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,81,0
731,18,164,307,0,0.0,1.0,10,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,81,0
731,18,164,307,0,0.0,1.0,10,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,81,0
731,18,164,307,0,0.0,1.0,10,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,81,0
39,3,40,358,0,0.2,1.0,9,0,0,0,1,1,1,0,2,0,0,1,1,0,1,0,0,0,289,0
39,3,40,358,0,0.2,1.0,9,0,0,0,1,1,1,0,2,0,0,1,1,0,1,0,0,0,294,0
39,3,40,358,0,0.2,1.0,9,0,0,0,1,1,1,0,2,0,0,1,1,0,1,0,0,0,295,0
1209,48,132,3233,1,1.0,1.0,14,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,300,0
1565,45,157,188,0,0.0,1.0,8,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,133,0
39,3,40,358,0,0.2,1.0,9,0,0,0,1,1,1,0,2,0,0,1,1,0,1,0,0,0,308,0
1469,25,294,369,0,0.25,1.0,9,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,200,0
17445,2173,3593,4282,4,4.0,1.0,8,0,0,0,1,0,0,0,2,0,0,1,1,0,1,1,0,0,134,0
10808,111,594,3814,0,0.0,1.0,12,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,332,1
1374,1071,1143,1220,1,1.0,1.0,11,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,217,0
12,0,0,220,0,0.0,1.0,12,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,52,0
8893,64,115,2713,0,0.0,1.0,11,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,260,0
12273,542,980,4098,0,0.0,1.0,8,0,0,0,1,0,1,0,2,0,0,1,0,0,1,0,0,0,64,0
3310,129,217,3519,0,0.0,1.0,10,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,241,1
19148,3354,3554,5189,0,0.625,1.0,9,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,276,0
11693,372,613,4388,0,0.0,1.0,9,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,77,0
17440,122,190,1504,0,0.0,1.0,7,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,145,0
11193,1337,1297,106,0,0.0,1.0,8,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,205,0
19782,681,692,736,0,0.0,1.0,8,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,212,1
80,0,3,120,0,0.0,1.0,15,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,203,0
4507,166,113,393,0,0.4827586206896552,1.0,15,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,309,0
6898,3655,3460,569,1,0.6666666666666666,1.0,11,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,216,0
14943,344,189,2254,0,0.0,1.0,9,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,98,0
997,30,358,110,0,1.0,1.0,8,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,264,0
7321,12,112,1646,1,1.0,1.0,12,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,189,0
18332,2991,933,108,0,0.0,1.0,9,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,251,1
10588,2890,2889,168,5,2.4444444444444446,1.0,11,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,264,0
1061,66,238,32,1,0.17142857142857143,1.0,10,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,437,0
6898,3655,3460,569,0,0.6666666666666666,1.0,11,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,293,0
399,4,14,269,0,0.0,1.0,10,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,236,0
399,4,14,269,0,0.0,1.0,10,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,226,0
542,21,93,269,0,0.0,1.0,10,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,236,0
569,3,22,271,0,0.0,1.0,10,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,236,0
542,21,93,269,0,0.0,1.0,10,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,226,0
569,3,22,271,0,0.0,1.0,10,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,226,0
629,7,12,272,0,0.0,1.0,11,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,236,0
4782,918,1056,2832,0,0.3333333333333333,1.0,15,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,275,0
584,6,12,272,0,0.0,1.0,11,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,236,0
584,6,12,272,0,0.0,1.0,11,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,226,0
641,3,19,272,0,0.0,1.0,14,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,236,0
629,7,12,272,0,0.0,1.0,11,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,226,0
641,3,19,272,0,0.0,1.0,14,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,226,0
327,0,21,200,0,0.0,1.0,10,0,0,0,1,1,1,0,2,0,0,1,1,0,1,0,0,0,286,0
300,23,56,4053,0,0.0,1.0,11,0,0,0,1,1,0,0,2,0,0,1,1,0,1,0,0,0,243,0
336,2,5,59,0,0.0,1.0,11,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,76,0
1406,43,87,298,1,1.0,1.0,15,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,304,0
7336,43,75,211,0,0.0,1.0,8,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,171,1
381,11,4,191,0,0.0,1.0,8,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,132,0
1406,43,87,298,1,1.0,1.0,15,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,298,0
8699,157,327,3994,1,0.7777777777777778,1.0,9,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,306,0
138055,3151,4480,3315,2,1.3333333333333333,1.0,15,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,302,0
3461,552,538,801,0,0.0,1.0,12,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,265,0
58,0,27,506,0,0.0,1.0,13,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,207,0
28006,189,1007,1513,0,0.0,1.0,13,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,117,1
3461,552,538,801,0,0.0,1.0,12,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,251,0
336,2,5,59,0,0.0,1.0,11,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,44,0
39768,277,674,5091,0,0.0,1.0,9,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,312,0
14096,434,551,1942,1,1.0,1.0,9,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,75,0
101689,220,276,1244,0,0.0,1.0,9,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,103,0
4507,166,113,393,0,0.4827586206896552,1.0,15,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,323,0
3548,203,759,5086,0,0.0,1.0,10,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,237,0
6843,2721,1008,46,0,0.0,1.0,12,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,1,0,304,1
736,560,703,489,0,0.0,1.0,11,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,50,0
312,185,23,275,0,0.0,1.0,10,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,97,0
2918,4247,1268,4234,0,0.0,1.0,12,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,302,1
1133,12,84,1646,0,0.0,1.0,9,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,53,0
12224,977,1559,871,0,0.0,1.0,10,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,302,1
7094,2307,2425,1011,0,0.5,1.0,6,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,293,0
281,3,5,71,0,0.0,1.0,15,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,228,0
28973,23249,11459,4902,0,0.0,1.0,15,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,103,0
1956,71,175,279,9,9.0,1.0,7,0,0,0,1,0,1,0,2,0,0,1,1,0,1,0,0,0,291,0
498,43,59,4544,0,0.0,1.0,9,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,118,0
344,0,93,356,0,0.0,1.0,9,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,63,0
2557,1272,1320,198,0,0.2,1.0,11,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,113,0
531,10,91,155,0,0.0,1.0,15,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,124,0
56581,2616,4967,5088,4,4.0,1.0,12,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,105,0
6327,55,78,296,0,0.0,1.0,13,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,109,0
169,171,353,199,2,2.0,1.0,15,0,0,0,1,1,0,0,2,0,0,1,1,0,1,1,0,0,295,0
5204,113,405,3933,0,0.0,1.0,15,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,58,0
159,0,16,350,0,0.0,1.0,9,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,68,0
60068,4799,3510,3763,0,0.3333333333333333,1.0,13,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,269,1
113,30,270,316,0,0.0,1.0,13,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,261,0
1982329,2017033,39,5240,9,4.5,1.0,15,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,91,0
9787,58,149,5010,1,1.0,1.0,8,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,92,0
1663,123,315,471,0,0.0,1.0,10,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,217,0
113,30,270,316,0,0.0,1.0,13,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,241,0
3921,34,61,3812,0,0.0,1.0,11,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,159,0
6227,595,1102,2910,0,0.0,1.0,10,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,301,1
668,48,391,3185,0,0.0,1.0,15,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,105,0
16,42,39,3090,2,2.0,1.0,8,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,301,0
474379,755,18,3240,0,0.0,1.0,11,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,328,1
8699,157,327,3994,1,0.7777777777777778,1.0,9,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,295,0
26663,3164,3346,1336,1,1.0,1.0,9,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,38,0
8699,157,327,3994,1,0.7777777777777778,1.0,9,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,280,0
11512,1707,1,109,0,0.0,1.0,12,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,103,0
8699,157,327,3994,0,0.7777777777777778,1.0,9,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,282,0
8699,157,327,3994,2,0.7777777777777778,1.0,9,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,416,0
237,5,13,154,0,0.0,1.0,12,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,292,1
117306,1849,4998,1905,0,0.0,1.0,13,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,160,1
88,0,23,33,0,0.0,1.0,9,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,179,0
2856,584,4457,567,0,0.46153846153846156,1.0,13,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,210,0
2117,0,1,230,0,0.0,1.0,11,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,127,0
706,44,86,308,0,0.0,1.0,14,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,189,1
143066,13167,12305,1240,0,0.0,1.0,8,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,179,1
16680,180,465,3997,0,0.0,1.0,10,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,77,0
9034,185,436,2527,0,0.0,1.0,14,0,0,0,1,0,1,0,2,0,0,1,0,1,0,1,0,0,303,1
2408,2,6,38,0,0.0,1.0,13,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,103,0
23753,1406,1389,352,0,0.0,1.0,6,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,103,1
96,2,69,335,0,0.0,1.0,14,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,98,0
3103,48,67,349,0,0.0,1.0,8,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,270,0
16889,2334,1857,991,0,0.0,1.0,8,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,292,1
21773,496,185,422,0,0.08333333333333333,1.0,10,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,279,1
11512,1707,1,109,0,0.0,1.0,12,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,113,0
1988,144,217,21,0,0.0,1.0,9,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,83,1
8699,157,327,3994,0,0.7777777777777778,1.0,9,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,280,0
110515,11192,9613,1132,0,0.0,1.0,13,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,173,1
41365,457,963,4050,0,0.0,1.0,12,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,156,1
706,44,86,308,0,0.0,1.0,14,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,174,0
35155,2132,1374,5132,0,0.0,1.0,8,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,280,0
147,2,92,281,0,0.0,1.0,7,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,252,1
1264,54,168,3974,0,0.0,1.0,15,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,187,0
47,56,97,57,0,0.0,1.0,8,0,0,0,1,1,0,0,2,0,0,1,0,1,0,0,1,0,219,0
6227,595,1102,2910,0,0.0,1.0,10,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,236,1
5720,57,78,1681,0,0.0,1.0,10,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,248,1
2989,869,927,556,0,0.0,1.0,15,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,152,0
8699,157,327,3994,0,0.7777777777777778,1.0,9,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,267,0
43449,585,585,916,0,0.0,1.0,11,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,83,0
24064,58,139,4187,1,0.1111111111111111,1.0,12,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,151,0
1435,0,4,192,0,0.0,1.0,7,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,137,0
3559,18,80,1124,0,0.0,1.0,9,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,195,0
1338,10,15,2471,0,0.4,1.0,7,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,222,0
364,2,9,3182,0,0.0,1.0,8,0,0,0,1,1,1,0,2,0,0,1,1,0,0,1,1,0,249,0
136,23,120,866,0,0.0,1.0,8,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,105,0
230840,533192,2716,2876,4,3.0,1.0,8,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,103,1
7373,470,1420,3918,0,0.0,1.0,12,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,33,0
694,44,86,308,0,0.0,1.0,14,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,189,0
84489,454,594,615,1,0.16666666666666666,1.0,10,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,200,0
2155,98,186,2688,0,0.0,1.0,15,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,277,0
5,0,70,5,1,1.0,1.0,15,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,102,0
3598,324,326,200,0,0.0,1.0,11,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,53,0
23704,770,615,5011,0,0.0,1.0,15,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,247,1
5436,263,364,187,1,1.0,1.0,8,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,223,0
3146,125,267,2402,0,0.2222222222222222,1.0,10,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,270,0
1320,12,5,322,0,0.0,1.0,14,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,218,0
